City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,kitui,-1.367,38.0106,16.27,88,67,2.25,KE,1687228962
275,dalandzadgad,43.5708,104.425,25.39,15,44,0.78,MN,1687228962
276,uitenhage,-33.7576,25.3971,11.9,63,98,7.84,ZA,1687228963
277,port hedland,-20.3167,118.5667,17.03,100,100,3.09,AU,1687228762
278,igrim,63.1906,64.4162,7.17,77,100,5.7,RU,1687228963
279,malango,-2.9627,119.9001,24.88,80,88,1.48,ID,1687228963
280,waajid,3.8096,43.2463,21.3,88,63,6.8,SO,1687228964
281,arkalyk,50.2486,66.9114,11.11,57,3,6.12,KZ,1687228964
282,parintins,-2.6283,-56.7358,24.5,84,63,0.31,BR,1687228964
283,sidi akkacha,36.4647,1.3026,23.16,86,48,2.72,DZ,1687228964
284,kourou,5.1552,-52.6478,25.03,90,12,1.31,GF,1687228964
285,sao gabriel da cachoeira,-0.1303,-67.0892,22.47,97,92,0.8,BR,1687228965
286,sao jose da coroa grande,-8.8978,-35.1478,24.24,87,89,2.79,BR,1687228965
287,midvagur,62.0511,-7.1939,12.46,94,100,7.72,FO,1687228965
288,vredendal,-31.6683,18.5012,8.9,86,25,0.99,ZA,1687228965
289,crane,31.3974,-102.3501,36.04,13,14,2.68,US,1687228965
290,vilyuchinsk,52.9306,158.4028,10.15,89,100,1.85,RU,1687228966
291,ar ruseris,11.8659,34.3869,24.9,76,77,2.82,SD,1687228966
292,laguna,38.421,-121.4238,23.63,45,0,6.17,US,1687228877
293,pleiku,13.9833,108.0,28.81,56,12,3.65,VN,1687228966
294,saint-philippe,-21.3585,55.7679,20.77,75,68,4.64,RE,1687228966
295,akrehamn,59.2667,5.1833,16.9,94,99,1.54,NO,1687228966
296,fortuna,40.5982,-124.1573,14.43,71,20,4.63,US,1687228967
297,lihue,21.9789,-159.3672,27.58,69,40,5.14,US,1687228747
298,itamaraca,-7.7478,-34.8256,24.03,88,27,2.36,BR,1687228967
299,la passe,45.5549,-0.8967,21.13,95,100,6.05,FR,1687228967
300,hasaki,35.7333,140.8333,25.16,65,94,4.66,JP,1687228967
301,katsuren-haebaru,26.3369,127.8719,30.21,74,75,4.12,JP,1687228967
302,karystos,38.0133,24.4161,24.68,49,0,1.34,GR,1687228968
303,tromso,69.6496,18.957,15.21,82,20,2.57,NO,1687228968
304,stornoway,58.2093,-6.3865,15.05,90,75,7.72,GB,1687228968
305,tura,25.5198,90.2201,26.44,83,74,2.87,IN,1687228968
306,claiborne,32.516,-92.1918,28.84,70,100,3.09,US,1687228968
307,badiyah,22.45,58.8,32.38,32,37,1.41,OM,1687228968
308,puerto aysen,-45.4,-72.7,-2.59,94,22,1.18,CL,1687228969
309,brushy creek,30.5135,-97.7397,34.51,63,0,2.06,US,1687228969
310,east london,-33.0153,27.9116,13.61,48,4,10.85,ZA,1687228969
311,ta`u,-14.2336,-169.5144,26.82,75,1,1.1,AS,1687228969
312,am timan,11.0297,20.2827,23.88,82,100,3.05,TD,1687228969
313,olonkinbyen,70.9221,-8.7187,3.92,100,99,4.31,SJ,1687228969
314,prince rupert,54.3161,-130.3201,14.83,94,100,6.69,CA,1687228719
315,kill devil hills,36.0307,-75.676,23.32,87,0,2.57,US,1687228970
316,el calafate,-50.3408,-72.2768,-0.38,63,81,0.82,AR,1687228970
317,ubari,26.5921,12.7805,25.4,17,0,3.92,LY,1687228970
318,peace river,56.2501,-117.286,18.17,36,75,10.29,CA,1687228970
319,bubaque,11.2833,-15.8333,27.3,80,100,5.44,GW,1687228970
320,turabah,21.2141,41.6331,27.3,23,93,1.45,SA,1687228971
321,dakhla,23.6848,-15.958,20.2,92,0,5.56,EH,1687228971
322,fada,9.5667,8.3,20.5,98,100,1.21,NG,1687228971
323,medea,36.2642,2.7539,25.98,22,2,8.44,DZ,1687228971
324,rongelap,11.1635,166.8941,27.98,79,72,6.69,MH,1687228971
325,broken hill,-31.95,141.4333,10.85,52,100,1.52,AU,1687228972
326,kushalgarh,23.199,74.4507,29.21,65,33,6.8,IN,1687228972
327,mount pleasant,32.7941,-79.8626,23.99,97,75,2.06,US,1687228865
328,uturoa,-16.7333,-151.4333,26.9,78,5,2.9,PF,1687228972
329,san julian,21.0167,-102.1667,25.24,21,22,8.7,MX,1687228972
330,al jawf,29.5,38.75,21.06,41,0,6.14,SA,1687228972
331,aasiaat,68.7098,-52.8699,2.72,85,100,3.52,GL,1687228972
332,meridian,43.6121,-116.3915,14.47,56,0,5.14,US,1687228973
333,aswan,24.0934,32.907,27.23,26,0,5.93,EG,1687228973
334,mount gambier,-37.8333,140.7667,10.14,60,100,1.97,AU,1687228973
335,ust'-ilimsk,58.0006,102.6619,19.24,27,98,1.75,RU,1687228973
336,wurtulla,-26.7568,153.1256,20.03,39,3,1.79,AU,1687228973
337,mata-utu,-13.2816,-176.1745,27.22,76,46,6.17,WF,1687228974
338,dongtai,32.8523,120.3095,27.79,69,100,4.85,CN,1687228974
339,medicine hat,50.0501,-110.6683,19.24,31,40,8.75,CA,1687228824
340,larkird,35.4894,66.6641,26.05,21,0,0.39,AF,1687228974
341,kuala terengganu,5.3302,103.1408,32.21,79,20,2.57,MY,1687228974
342,souillac,-20.5167,57.5167,22.21,83,40,2.57,MU,1687228974
343,nemuro,43.3236,145.575,12.69,80,68,2.94,JP,1687228974
344,san ramon,37.7799,-121.978,18.54,58,0,8.23,US,1687228975
345,burang,30.25,81.1667,7.83,94,100,1.65,CN,1687228975
346,kerikeri,-35.2268,173.9474,16.62,86,58,2.53,NZ,1687228975
347,tangalle,6.024,80.7911,28.09,74,89,6.01,LK,1687228975
348,rayachoti,14.05,78.75,25.18,77,100,6.38,IN,1687228975
349,haimen,23.1935,116.6142,27.94,75,87,7.14,CN,1687228975
350,sacramento,38.4666,-121.3177,23.92,45,0,6.17,US,1687228441
351,waingapu,-9.6567,120.2641,27.54,67,5,3.6,ID,1687228976
352,camana,-16.6228,-72.7111,18.2,82,30,4.22,PE,1687228976
353,watsa,3.0372,29.5355,17.91,99,100,0.81,CD,1687228976
354,beykonak,36.3257,30.303,23.62,61,0,2.51,TR,1687228976
355,dalnerechensk,45.9339,133.7225,25.35,54,100,2.64,RU,1687228976
356,phan thiet,10.9333,108.1,32.61,58,27,4.94,VN,1687228977
357,bovalino,38.149,16.174,22.86,44,5,3.0,IT,1687228977
358,puerto asis,0.5133,-76.5007,20.93,90,0,1.12,CO,1687228977
359,talcahuano,-36.7167,-73.1167,11.82,76,100,4.12,CL,1687228977
360,saint-pierre,-21.3393,55.4781,20.82,56,100,3.6,RE,1687228977
361,taksimo,56.3444,114.8794,14.26,47,94,3.61,RU,1687228977
362,cannonvale,-20.2833,148.7,22.66,68,19,5.47,AU,1687228977
363,balkashino,52.5167,68.7667,7.11,81,100,9.17,KZ,1687228978
364,mirny,62.5353,113.9611,15.13,38,100,5.81,RU,1687228913
365,cerro largo,-28.1486,-54.7381,12.32,86,100,1.62,BR,1687228978
366,tolanaro,-25.0319,46.9987,21.04,60,20,6.17,MG,1687228978
367,novoishimskiy,53.1981,66.7694,9.72,68,47,10.03,KZ,1687228978
368,weno,7.4515,151.8468,30.97,74,75,2.57,FM,1687228978
369,taungdwingyi,20.0167,95.55,30.6,58,98,4.87,MM,1687228978
370,alice springs,-23.7,133.8833,21.23,27,75,1.54,AU,1687228979
371,namibe,-15.1961,12.1522,16.72,80,86,2.78,AO,1687228979
372,marion,39.7684,-86.1555,25.19,65,75,6.17,US,1687228979
373,st. john's,47.5649,-52.7093,7.21,97,100,4.63,CA,1687228681
374,antonio enes,-16.2325,39.9086,21.11,86,0,1.3,MZ,1687228979
375,taltal,-25.4,-70.4833,16.95,65,2,1.04,CL,1687228820
376,trail,49.0998,-117.7022,10.54,97,100,0.46,CA,1687228816
377,kimbe,-5.5502,150.1429,27.33,79,100,2.76,PG,1687228980
378,rovaniemi,66.5,25.7167,15.67,82,20,1.03,FI,1687228980
379,kargasok,59.0556,80.8572,16.4,60,96,10.48,RU,1687228980
380,kirensk,57.7853,108.1119,18.5,29,3,1.26,RU,1687228980
381,barinitas,8.7622,-70.4111,23.71,96,88,0.95,VE,1687228980
382,geraldton,-28.7667,114.6,16.23,88,75,7.2,AU,1687228980
383,porto novo,6.4965,2.6036,23.9,93,100,2.17,BJ,1687228981
384,al ghayzah,16.2079,52.176,27.98,84,99,0.8,YE,1687228981
385,tomohon,1.3346,124.8392,22.52,77,92,1.23,ID,1687228981
386,carnarvon,-24.8667,113.6333,19.86,62,0,5.08,AU,1687228981
387,songkhla,6.8333,100.6667,32.13,59,91,1.95,TH,1687228981
388,bojonegoro,-7.1502,111.8817,30.49,58,32,1.24,ID,1687228982
389,xifeng,42.7372,124.7222,19.44,79,100,5.8,CN,1687228982
390,amol,36.4696,52.3507,23.52,71,0,0.73,IR,1687228982
391,thinadhoo,0.5333,72.9333,28.62,73,96,3.86,MV,1687228982
392,peterhead,57.5058,-1.7981,14.14,92,24,5.45,GB,1687228982
393,alo,7.4178,6.7371,23.21,99,99,1.55,NG,1687228982
394,san pedro del parana,-26.8333,-56.2,13.05,91,100,2.0,PY,1687228983
395,el salto,20.3333,-104.5,19.29,69,6,1.89,MX,1687228698
396,wicklow,53.0,-6.4167,12.2,93,100,1.26,IE,1687228983
397,saldanha,-33.0117,17.9442,10.03,67,64,3.49,ZA,1687228983
398,auki,-8.7676,160.7034,27.65,80,99,0.57,SB,1687228983
399,soe,-9.8607,124.284,25.83,55,61,3.03,ID,1687228983
400,shalqar,47.8333,59.6,14.67,37,0,5.84,KZ,1687228983
401,boyolangu,-8.1181,111.8935,28.83,65,20,1.9,ID,1687228984
402,vila franca do campo,37.7167,-25.4333,18.23,84,76,0.74,PT,1687228984
403,tadine,-21.55,167.8833,22.9,61,72,5.62,NC,1687228984
404,lorengau,-2.0226,147.2712,29.53,71,48,5.38,PG,1687228984
405,kostyantynivka,48.5277,37.7069,15.45,65,7,1.44,UA,1687228985
406,stephenville,32.2207,-98.2023,33.07,49,0,2.57,US,1687228985
407,afif,23.9065,42.9172,28.42,15,60,2.72,SA,1687228985
408,sosnogorsk,63.6023,53.8817,5.99,68,95,4.12,RU,1687228985
409,trenggalek,-8.05,111.7167,29.62,65,16,1.41,ID,1687228985
410,pangai,-19.8,-174.35,26.06,65,20,3.6,TO,1687228985
411,vanimo,-2.6741,141.3028,28.2,80,92,1.64,PG,1687228986
412,colonia,50.9333,6.95,19.42,77,20,1.03,DE,1687228793
413,erbil,36.1926,44.0106,25.34,27,0,0.66,IQ,1687228912
414,bodo,67.28,14.405,18.76,65,0,5.14,NO,1687228986
415,betioky,-23.7167,44.3833,14.94,88,0,1.09,MG,1687228986
416,standerton,-26.9337,29.2415,4.22,49,0,3.73,ZA,1687228987
417,santa ana,33.7456,-117.8678,22.29,77,75,4.63,US,1687228448
418,nagqu,31.5,92.0,11.42,45,61,3.9,CN,1687228988
419,san andres,12.5847,-81.7006,29.01,84,20,5.66,CO,1687228988
420,uirauna,-6.5183,-38.4122,22.63,79,63,1.75,BR,1687228988
421,paracatu,-17.2222,-46.8747,17.08,57,0,1.13,BR,1687228988
422,yoloten,37.2989,62.3597,31.19,28,0,5.79,TM,1687228988
423,mili,6.0815,171.735,27.76,76,86,2.89,MH,1687228989
424,agadez,19.75,10.25,30.75,18,2,4.76,NE,1687228989
425,pandan,14.0453,124.1694,29.46,74,97,2.15,PH,1687228989
426,vrangel',42.7297,133.0839,18.29,73,84,2.65,RU,1687228989
427,bunia,1.5667,30.25,17.83,99,100,1.67,CD,1687228989
428,strathdale,-36.7632,144.3169,9.19,69,11,2.26,AU,1687228989
429,san antonio de pale,-1.4014,5.6325,24.59,76,99,7.44,GQ,1687228990
430,luganville,-15.5333,167.1667,25.9,69,83,3.84,VU,1687228990
431,san juan nepomuceno,9.9516,-75.082,24.83,91,85,1.52,CO,1687228990
432,mitchell,43.7094,-98.0298,31.99,35,0,7.2,US,1687228990
433,sao vicente,-23.9631,-46.3919,19.99,26,61,2.48,BR,1687228990
434,mossel bay,-34.1831,22.146,10.96,73,50,9.62,ZA,1687228991
435,castillos,-34.1667,-53.8333,10.83,87,100,0.51,UY,1687228991
436,hassi messaoud,31.6804,6.0729,28.92,11,0,4.63,DZ,1687228991
437,kadoma,34.7333,135.5833,28.99,51,75,5.14,JP,1687228991
438,la ermita,20.4139,-101.9936,26.17,26,41,3.61,MX,1687228991
439,selfoss,63.9331,-20.9971,10.58,89,42,2.66,IS,1687228991
440,san angelo,31.4638,-100.437,30.59,51,0,2.06,US,1687228991
441,raver,21.25,76.0333,31.4,51,84,6.53,IN,1687228795
442,nuuk,64.1835,-51.7216,5.34,81,75,1.03,GL,1687228992
443,gornozavodsk,58.3758,58.3211,6.3,68,30,3.91,RU,1687228992
444,agboville,5.928,-4.2132,23.1,99,87,1.73,CI,1687228992
445,gisborne,-38.6533,178.0042,14.57,79,63,1.85,NZ,1687228992
446,yacuiba,-22.038,-63.6797,12.98,71,0,2.31,BO,1687228992
447,egilsstadir,65.2653,-14.3948,7.95,87,100,4.63,IS,1687228993
448,beledweyne,4.7358,45.2036,23.52,80,100,5.88,SO,1687228993
449,manggar,-2.8833,108.2667,29.03,69,100,3.36,ID,1687228993
450,weligama,5.9667,80.4167,27.47,83,96,4.91,LK,1687228993
451,newport,51.5877,-2.9984,16.41,89,100,2.42,GB,1687228856
452,fatsa,41.0278,37.5014,19.89,84,100,3.27,TR,1687228993
453,yinchuan,38.4681,106.2731,28.16,12,1,3.91,CN,1687228754
454,el granada,37.5027,-122.4694,17.86,69,0,9.77,US,1687228994
455,vertientes,21.2594,-78.1464,27.34,93,0,3.64,CU,1687228994
456,tabou,4.423,-7.3528,24.85,88,100,4.76,CI,1687228994
457,tsiombe,-25.3,45.4833,16.33,81,0,2.7,MG,1687228994
458,lhokseumawe,5.1801,97.1507,29.6,60,54,2.3,ID,1687228994
459,shetpe,44.1667,52.1167,18.72,31,50,3.77,KZ,1687228994
460,bardai,11.65,7.2333,23.97,78,100,3.57,NG,1687228994
461,baracoa,20.3467,-74.4958,26.66,84,100,1.0,CU,1687228995
462,nallihan,40.1859,31.3518,16.67,86,82,2.36,TR,1687228995
463,plastun,44.7561,136.2939,22.71,54,100,2.49,RU,1687228995
464,cadale,2.7603,46.3222,25.81,80,100,8.16,SO,1687228995
465,santa barbara d'oeste,-22.7536,-47.4136,14.64,86,0,2.39,BR,1687228995
466,tarrafal de sao nicolau,16.5667,-24.3667,23.46,81,60,3.94,CV,1687228995
467,bac lieu,9.285,105.7244,30.56,65,98,4.84,VN,1687228996
468,yuzhno-kurilsk,44.0306,145.8556,12.14,79,99,3.04,RU,1687228996
469,callao,-12.0667,-77.15,20.4,83,100,4.12,PE,1687228996
470,la ronge,55.1001,-105.2842,18.12,48,20,1.54,CA,1687228996
471,puerto la cruz,10.2167,-64.6167,24.82,88,9,2.29,VE,1687228996
472,tortoli,39.9256,9.6572,20.9,73,0,5.14,IT,1687228996
473,cedartown,34.0537,-85.255,23.8,88,49,0.99,US,1687228997
474,cozumel,20.5083,-86.9458,29.41,82,20,3.13,MX,1687228996
475,hotan,37.0997,79.9269,31.23,14,0,2.55,CN,1687228997
476,keminmaa,65.8596,24.8228,14.87,88,0,2.06,FI,1687228997
477,hithadhoo,-0.6,73.0833,28.71,73,98,5.41,MV,1687228997
478,ferkessedougou,9.6,-5.2,23.78,91,100,2.25,CI,1687228997
479,kyaikkami,16.08,97.5675,26.9,82,100,3.34,MM,1687228998
480,darwin,-12.4611,130.8418,31.05,47,0,5.66,AU,1687228998
481,antsiranana,-12.2787,49.2917,22.53,69,5,6.94,MG,1687228998
482,arevalo,41.0626,-4.7204,17.39,80,100,1.31,ES,1687228998
483,kapa'a,22.0752,-159.319,27.99,75,40,5.14,US,1687228998
484,boise,43.6135,-116.2035,14.3,54,0,5.14,US,1687228831
485,larache,35.1932,-6.1557,19.9,90,80,1.97,MA,1687228999
486,umba,66.6871,34.3429,6.83,63,53,2.94,RU,1687228999
487,port lincoln,-34.7333,135.8667,14.35,61,32,6.11,AU,1687228999
488,tshabong,-26.05,22.45,5.27,77,0,4.39,BW,1687228999
489,murun-kuren,49.6342,100.1625,22.75,36,100,1.71,MN,1687228999
490,phongsali,21.6833,102.1058,18.02,99,100,0.07,LA,1687229000
491,rabo de peixe,37.8,-25.5833,17.73,88,40,0.0,PT,1687228936
492,sandy,40.572,-111.8606,20.31,64,100,8.23,US,1687228861
493,polyarnyy,69.1989,33.4478,6.49,72,2,1.52,RU,1687229000
494,san luis de la loma,17.2706,-100.8939,29.12,78,13,2.03,MX,1687229000
495,holualoa,19.6228,-155.9522,26.91,80,40,4.12,US,1687229000
496,remire-montjoly,4.9167,-52.2667,25.02,94,75,1.54,GF,1687229000
497,fiche,9.8,38.7333,11.54,66,48,1.34,ET,1687229000
498,port saint john's,-31.6229,29.5448,16.65,37,6,9.4,ZA,1687229001
499,amursk,50.2261,136.8994,23.83,56,91,1.55,RU,1687229001
500,horta,38.5333,-28.6333,18.34,91,94,1.79,PT,1687229001
501,punta cana,18.5818,-68.4043,25.87,83,40,3.6,DO,1687228893
502,robertsport,6.7533,-11.3686,25.71,82,65,2.18,LR,1687229001
503,kiruna,67.8557,20.2251,13.51,88,75,1.54,SE,1687229001
504,roma,43.2128,-75.4557,20.08,73,0,3.09,US,1687228478
505,smithers,54.7804,-127.1743,22.18,24,20,3.6,CA,1687228810
506,miches,18.9836,-69.0476,25.81,82,100,2.15,DO,1687229002
507,riversdale,18.1659,-76.9642,28.92,88,100,0.62,JM,1687229002
508,amos,48.5669,-78.1162,15.2,75,14,2.28,CA,1687228970
509,patrocinio,-18.9439,-46.9925,13.78,66,0,1.87,BR,1687228963
510,sandnessjoen,66.0217,12.6316,15.29,61,95,6.63,NO,1687229002
511,pinotepa nacional,16.3167,-98.0167,27.23,82,58,0.51,MX,1687229002
512,kenai,60.5544,-151.2583,18.05,76,100,6.69,US,1687229002
513,norilsk,69.3535,88.2027,2.64,99,100,2.21,RU,1687229003
514,mawu,29.5923,107.3139,28.86,62,100,0.23,CN,1687229003
515,myanaung,18.2833,95.3167,30.21,65,94,4.47,MM,1687229003
516,wajir,1.7471,40.0573,23.06,80,57,5.92,KE,1687229003
517,luderitz,-26.6481,15.1594,11.87,83,20,7.02,NA,1687229003
518,mao,39.8885,4.2658,24.31,88,0,4.12,ES,1687229003
519,san carlos del zulia,9.0,-71.9135,26.82,71,29,0.8,VE,1687229004
520,soverato marina,38.685,16.5499,22.31,49,64,3.24,IT,1687229004
521,bandiagara,14.3501,-3.6104,33.11,33,15,2.61,ML,1687229004
522,nouadhibou,20.931,-17.0347,21.99,78,0,7.2,MR,1687229004
523,kavieng,-2.5744,150.7967,29.0,74,95,4.47,PG,1687229004
524,cuenca,-2.8833,-78.9833,15.07,63,75,3.6,EC,1687228963
525,khandyga,62.6667,135.6,19.95,56,100,5.33,RU,1687229004
526,loa janan,-0.583,117.095,24.72,94,100,2.45,ID,1687229005
527,sheregesh,52.9209,87.9869,24.41,45,61,2.49,RU,1687229005
528,bijapur,16.8333,75.7,27.81,56,89,5.51,IN,1687228817
529,abbeville,50.1,1.8333,17.98,98,95,3.75,FR,1687229005
530,pietra ligure,44.1492,8.2821,23.15,75,65,1.34,IT,1687229005
531,murzuq,25.9155,13.9184,24.78,18,0,4.5,LY,1687229006
532,hailin,44.5833,129.4167,21.36,73,100,2.98,CN,1687229006
533,quellon,-43.1167,-73.6167,-0.86,100,0,1.03,CL,1687229006
534,richmond,37.5538,-77.4603,25.02,76,0,0.0,US,1687228425
535,rosetta,31.4044,30.4164,22.16,82,0,5.52,EG,1687229006
536,chonchi,-42.6128,-73.8092,2.56,87,1,0.7,CL,1687229007
537,kailua-kona,19.6406,-155.9956,28.98,79,40,4.12,US,1687229007
538,lyubashivka,47.8372,30.2598,16.72,80,94,2.13,UA,1687229007
539,tamanrasset,22.785,5.5228,23.95,23,40,2.06,DZ,1687229007
540,severo-yeniseyskiy,60.3725,93.0408,15.42,37,79,2.58,RU,1687229007
541,chibougamau,49.9168,-74.3659,14.79,88,0,2.06,CA,1687228782
542,nadym,65.5333,72.5167,7.1,68,100,5.28,RU,1687229007
543,papao,-17.75,-149.55,27.82,79,1,3.62,PF,1687229008
544,andergrove,-21.0833,149.1833,26.47,74,2,5.15,AU,1687229008
545,bengkulu,-3.8004,102.2655,27.18,77,100,0.08,ID,1687229008
546,ezhva,61.8128,50.7283,5.88,81,0,3.0,RU,1687229008
547,yonggang-up,38.8561,125.4244,19.51,91,100,2.16,KP,1687229008
548,bikenibeu village,1.3673,173.1241,29.98,74,75,2.06,KI,1687229008
549,amahai,-3.3333,128.9167,27.77,67,59,3.54,ID,1687229009
